"PROBEID","GENENAME","SYMBOL"
"1387936_at","sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 6","Sult2a6"
"1387943_at","defensin alpha 5","Defa5"
"1387946_at","galectin 3 binding protein","Lgals3bp"
"1387950_at","nucleolar pre-rRNA processing protein NIP7","Nip7"
"1387951_at","CD55 molecule (Cromer blood group)","Cd55"
"1387952_a_at","CD44 molecule","Cd44"
"1387953_at","coilin","Coil"
"1387955_at","UDP glucuronosyltransferase family 2 member B15","Ugt2b15"
"1387969_at","C-X-C motif chemokine ligand 10","Cxcl10"
"1387973_at","cytochrome P450, family 4, subfamily f, polypeptide 4","Cyp4f4"
"1387981_at","olfactory receptor 59","Olr59"
"1387982_at","toll-like receptor 4","Tlr4"
"1387983_at","thyroid hormone receptor beta","Thrb"
"1387985_a_at","alpha-2u globulin PGCL4","Obp3"
"1387986_at","sodium channel epithelial 1 subunit gamma","Scnn1g"
"1388000_at","solute carrier family 24 member 2","Slc24a2"
"1388013_at","Cd80 molecule","Cd80"
"1388018_at","selectin E","Sele"
"1388022_a_at","dynamin 1-like","Dnm1l"
"1388045_a_at","cadherin 22","Cdh22"
"1388048_a_at","inositol polyphosphate-4-phosphatase type II B","Inpp4b"
"1388051_at","solute carrier family 26 member 3","Slc26a3"
"1388059_a_at","solute carrier family 11 member 2","Slc11a2"
"1388064_a_at","solute carrier family 1 member 3","Slc1a3"
"1388082_at","dual specificity phosphatase 4","Dusp4"
"1388083_a_at","caspase 9","Casp9"
"1388094_at","follicle stimulating hormone subunit beta","Fshb"
"1388108_at","ELOVL fatty acid elongase 6","Elovl6"
"1388112_at","solute carrier family 25 member 4","Slc25a4"
"1388114_at","myosin light chain 12A","Myl12a"
"1388116_at","collagen type I alpha 1 chain","Col1a1"
"1388118_at","3-hydroxyisobutyrate dehydrogenase","Hibadh"
"1388122_at","glutathione S-transferase pi 1","Gstp1"
"1388131_at","tubulin, beta 2A class IIa","Tubb2a"
"1388135_at","replication protein A2","Rpa2"
"1388136_at","translocase of inner mitochondrial membrane 9","Timm9"
"1388137_a_at","fasciculation and elongation protein zeta 2","Fez2"
"1388139_at","myosin heavy chain 2","Myh2"
"1388143_at","collagen type XVIII alpha 1 chain","Col18a1"
"1388148_a_at","LDL receptor related protein associated protein 1","Lrpap1"
"1388150_at","exportin 1","Xpo1"
"1388152_at","microtubule-associated protein 2","Map2"
"1388155_at","keratin 18","Krt18"
"1388156_at","phospholipase C beta 3","Plcb3"
"1388161_at","ADAM metallopeptidase domain 10","Adam10"
"1388166_at","immunoglobulin heavy chain 6","Igh-6"
"1388168_a_at","fibroblast growth factor receptor 2","Fgfr2"
"1388171_at","cyclin-dependent kinase 7","Cdk7"
"1388178_at","nuclear receptor coactivator 3","Ncoa3"
"1388184_at","isoprenylcysteine carboxyl methyltransferase","Icmt"
"1388185_at","RB transcriptional corepressor 1","Rb1"
"1388189_at","glutamate metabotropic receptor 3","Grm3"
"1388200_at","myosin light chain 2","Myl2"
"1388201_at","bone morphogenetic protein 6","Bmp6"
"1388208_a_at","ret proto-oncogene","Ret"
"1388210_at","acyl-CoA thioesterase 2","Acot2"
"1388211_s_at","acyl-CoA thioesterase 2","Acot2"
"1388211_s_at","acyl-CoA thioesterase 1","Acot1"
"1388217_a_at","calumenin","Calu"
"1388218_at","low density lipoprotein receptor","Ldlr"
"1388222_at","telomerase reverse transcriptase","Tert"
"1388225_at","potassium voltage-gated channel subfamily C member 2","Kcnc2"
"1388229_a_at","C3 and PZP-like, alpha-2-macroglobulin domain containing 8","Cpamd8"
"1388229_a_at","murinoglobulin 1","Mug1"
"1388246_at","clusterin","Clu"
"1388266_at","fibrinogen beta chain","Fgb"
"1388275_at","T-cell receptor beta chain","Tcrb"
"1388278_at","heat shock protein family A (Hsp70) member 1 like","Hspa1l"
"1388280_a_at","discs large MAGUK scaffold protein 3","Dlg3"
"1388289_s_at","follicle stimulating hormone subunit beta","Fshb"
"1388293_at","myosin light chain 2","Myl2"
"1388298_at","myosin light chain 9","Myl9"
"1388309_at","high mobility group AT-hook 1","Hmga1"
"1388322_at","eukaryotic translation initiation factor 4 gamma 1","Eif4g1"
"1388324_at","nitrilase 1","Nit1"
"1388325_at","ATPase H+ transporting V1 subunit D","Atp6v1d"
"1388327_at","CDGSH iron sulfur domain 1","Cisd1"
"1388331_at","heat shock protein 90 beta family member 1","Hsp90b1"
"1388332_at","Rac family small GTPase 1","Rac1"
"1388335_at","transgelin 2","Tagln2"
"1388337_at","purine nucleoside phosphorylase","Pnp"
"1388348_at","ELOVL fatty acid elongase 5","Elovl5"
"1388349_at","creatine kinase, mitochondrial 2","Ckmt2"
"1388358_at","electron transfer flavoprotein subunit beta","Etfb"
"1388365_at","ATPase H+ transporting V0 subunit D1","Atp6v0d1"
"1388372_at","ribosomal protein L35","Rpl35"
"1388377_at","COPI coat complex subunit alpha","Copa"
"1388392_at","Tax1 binding protein 3","Tax1bp3"
"1388393_at","proteolipid protein 2","Plp2"
"1388395_at","G0/G1switch 2","G0s2"
"1388396_at","serine/threonine kinase 25","Stk25"
"1388397_at","EBNA1 binding protein 2","Ebna1bp2"
"1388399_at","microtubule associated serine/threonine kinase 2","Mast2"
"1388403_at","isocitrate dehydrogenase (NADP(+)) 2","Idh2"
"1388411_at","integrator complex subunit 3","Ints3"
"1388415_at","catenin delta 1","Ctnnd1"
"1388426_at","sterol regulatory element binding transcription factor 1","Srebf1"
"1388427_at","matrix remodeling associated 8","Mxra8"
"1388433_at","keratin 19","Krt19"
"1388439_at","FKBP prolyl isomerase 10","Fkbp10"
"1388458_at","replication factor C subunit 4","Rfc4"
"1388459_at","collagen type XVIII alpha 1 chain","Col18a1"
"1388469_at","insulin-like growth factor 1","Igf1"
"1388484_at","ubiquitin-conjugating enzyme E2C","Ube2c"
"1388488_at","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated","Lsm3"
"1388492_at","TNFAIP3 interacting protein 1","Tnip1"
"1388494_at","collagen type IV alpha 2 chain","Col4a2"
"1388504_at","RAD21 cohesin complex component","Rad21"
"1388510_at","charged multivesicular body protein 6","Chmp6"
"1388524_at","SMAD family member 5","Smad5"
"1388526_at","glutathione S-transferase zeta 1","Gstz1"
"1388537_at","nipsnap homolog 1","Nipsnap1"
"1388547_at","claudin 4","Cldn4"
"1388557_at","complement C7","C7"
"1388560_at","WD repeat domain 77","Wdr77"
"1388569_at","serpin family F member 1","Serpinf1"
"1388582_at","proteasome activator subunit 3","Psme3"
"1388583_at","C-X-C motif chemokine ligand 12","Cxcl12"
"1388587_at","immediate early response 3","Ier3"
"1388602_at","complement factor D","Cfd"
"1388604_at","calsequestrin 1","Casq1"
"1388617_at","biphenyl hydrolase like","Bphl"
"1388618_at","nidogen 2","Nid2"
"1388622_at","NOP56 ribonucleoprotein","Nop56"
"1388629_at","inosine monophosphate dehydrogenase 2","Impdh2"
"1388634_at","phosphoglucomutase 1","Pgm1"
"1388636_at","ring finger protein 167","Rnf167"
"1388642_at","EI24, autophagy associated transmembrane protein","Ei24"
"1388644_at","monoglyceride lipase","Mgll"
"1388650_at","DNA topoisomerase II alpha","Top2a"
"1388673_at","lymphocyte-specific protein 1","Lsp1"
"1388674_at","cyclin-dependent kinase inhibitor 1A","Cdkn1a"
"1388687_at","dehydrodolichyl diphosphate synthase subunit","Dhdds"
"1388699_at","mannosidase, alpha, class 2B, member 1","Man2b1"
"1388709_at","WD repeat domain 43","Wdr43"
"1388711_at","interleukin 13 receptor subunit alpha 1","Il13ra1"
"1388722_at","DnaJ heat shock protein family (Hsp40) member B1","Dnajb1"
"1388739_at","ubiquitin protein ligase E3 component n-recognin 7","Ubr7"
"1388740_at","FERM domain containing kindlin 3","Fermt3"
"1388742_at","Bcl2-like 11","Bcl2l11"
"1388756_at","phosphopantothenoylcysteine synthetase","Ppcs"
"1388759_at","chloride intracellular channel 4","Clic4"
"1388762_at","IQ motif containing GTPase activating protein 1","Iqgap1"
"1388763_at","calponin 2","Cnn2"
"1388764_at","IQ motif containing GTPase activating protein 1","Iqgap1"
"1388765_at","AKT serine/threonine kinase 2","Akt2"
"1388770_at","ubiquitin-fold modifier 1","Ufm1"
"1388780_at","TERF2 interacting protein","Terf2ip"
"1388784_at","colony stimulating factor 1 receptor","Csf1r"
"1388788_at","glutaryl-CoA dehydrogenase","Gcdh"
"1388792_at","growth arrest and DNA-damage-inducible, gamma","Gadd45g"
"1388800_at","RAB5A, member RAS oncogene family","Rab5a"
"1388802_at","brain expressed X-linked 1","Bex1"
"1388836_at","protein kinase C, eta","Prkch"
"1388850_at","heat shock protein 90 alpha family class A member 1","Hsp90aa1"
"1388863_at","ubiquitin-conjugating enzyme E2A","Ube2a"
"1388872_at","isopentenyl-diphosphate delta isomerase 1","Idi1"
"1388883_at","DNA polymerase delta 4, accessory subunit","Pold4"
"1388884_at","enoyl-CoA delta isomerase 2","Eci2"
"1388884_at","enoyl-Coenzyme A delta isomerase 3","Eci3"
"1388901_at","FKBP prolyl isomerase 5","Fkbp5"
"1388902_at","lysyl oxidase-like 1","Loxl1"
"1388903_at","dynein light chain Tctex-type 3","Dynlt3"
"1388908_at","enoyl-CoA delta isomerase 2","Eci2"
"1388908_at","enoyl-Coenzyme A delta isomerase 3","Eci3"
"1388916_at","protein kinase AMP-activated catalytic subunit alpha 2","Prkaa2"
"1388920_at","bone morphogenetic protein 6","Bmp6"
"1388923_at","HAUS augmin-like complex, subunit 8","Haus8"
"1388953_at","G protein nucleolar 3","Gnl3"
"1388965_at","protein phosphatase 2 regulatory subunit B', epsilon","Ppp2r5e"
"1388979_at","survival motor neuron domain containing 1","Smndc1"
"1388984_at","RNA polymerase III subunit B","Polr3b"
"1388986_at","KLF transcription factor 6","Klf6"
"1389022_at","poly(A) specific ribonuclease subunit PAN2","Pan2"
"1389030_a_at","SRC proto-oncogene, non-receptor tyrosine kinase","Src"
"1389032_at","mucolipin TRP cation channel 1","Mcoln1"
"1389034_at","ubiquitin specific peptidase 18","Usp18"
"1389050_at","dual specificity phosphatase 3","Dusp3"
"1389065_at","RNA binding motif protein 34","Rbm34"
"1389075_at","pyruvate dehydrogenase kinase 1","Pdk1"
"1389077_at","golgi transport 1B","Golt1b"
"1389079_at","dehydrogenase/reductase 7C","Dhrs7c"
"1389092_at","interleukin 2 receptor subunit gamma","Il2rg"
"1389093_at","p21 (RAC1) activated kinase 1","Pak1"
"1389101_at","cyclin C","Ccnc"
"1389105_at","dystroglycan 1","Dag1"
"1389123_at","C-C motif chemokine ligand 6","Ccl6"
"1389127_at","SMAD family member 3","Smad3"
"1389143_at","phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha","Pik3ca"
"1389161_at","3-hydroxy-3-methylglutaryl-CoA synthase 2","Hmgcs2"
"1389170_at","caspase 7","Casp7"
"1389171_at","transmembrane protein 38a","Tmem38a"
"1389178_at","neugrin, neurite outgrowth associated","Ngrn"
"1389180_at","phosphorylase kinase regulatory subunit beta","Phkb"
"1389187_at","MICAL-like 1","Micall1"
"1389189_at","actinin, alpha 1","Actn1"
"1389195_at","DNA fragmentation factor subunit alpha","Dffa"
"1389210_at","lymphocyte cytosolic protein 1","Lcp1"
"1389217_at","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","Rfng"
"1389219_at","lysophosphatidylglycerol acyltransferase 1","Lpgat1"
"1389234_at","von Willebrand factor","Vwf"
"1389244_x_at","C-X-C motif chemokine receptor 4","Cxcr4"
"1389253_at","vanin 1","Vnn1"
"1389263_at","retinoic acid induced 14","Rai14"
"1389265_at","1,4-alpha-glucan branching enzyme 1","Gbe1"
"1389270_x_at","urinary protein 2","Rup2"
"1389279_at","RAN, member RAS oncogene family","Ran"
"1389300_at","LYR motif containing 1","Lyrm1"
"1389301_at","muscleblind-like splicing regulator 2","Mbnl2"
"1389305_at","annexin A4","Anxa4"
"1389314_at","nuclear VCP-like","Nvl"
"1389318_at","dishevelled associated activator of morphogenesis 1","Daam1"
"1389329_at","galectin 8","Lgals8"
"1389332_at","protein tyrosine phosphatase, receptor type, B","Ptprb"
"1389340_at","zinc finger protein 318","Zfp318"
"1389350_at","apolipoprotein H","Apoh"
"1389353_at","semaphorin 6D","Sema6d"
"1389358_at","lysophosphatidylglycerol acyltransferase 1","Lpgat1"
"1389359_at","structural maintenance of chromosomes 4","Smc4"
"1389363_at","acireductone dioxygenase 1","Adi1"
"1389368_at","Cnksr family member 3","Cnksr3"
"1389373_at","SMAD family member 1","Smad1"
"1389380_at","folylpolyglutamate synthase","Fpgs"
"1389381_at","sequestosome 1","Sqstm1"
"1389384_at","NADH:ubiquinone oxidoreductase complex assembly factor 4","Ndufaf4"
"1389387_at","proteasome inhibitor subunit 1","Psmf1"
"1389402_at","cysteine and serine rich nuclear protein 1","Csrnp1"
"1389409_at","testin LIM domain protein","Tes"
"1389413_at","ecotropic viral integration site 2A","Evi2a"
"1389420_at","signal transducing adaptor family member 2","Stap2"
"1389421_at","DNA polymerase epsilon, catalytic subunit","Pole"
"1389423_at","discoidin domain receptor tyrosine kinase 2","Ddr2"
"1389426_at","coiled-coil domain containing 92","Ccdc92"
"1389430_at","hydroxysteroid (17-beta) dehydrogenase 7","Hsd17b7"
"1389447_at","prolyl 4-hydroxylase, transmembrane","P4htm"
"1389449_at","fat storage-inducing transmembrane protein 1","Fitm1"
"1389457_at","MYB proto-oncogene like 2","Mybl2"
"1389468_at","ribose 5-phosphate isomerase A","Rpia"
"1389471_at","translocase of outer mitochondrial membrane 34","Tomm34"
"1389473_at","retinal G protein coupled receptor","Rgr"
"1389501_at","phosphodiesterase 6G","Pde6g"
"1389506_x_at","cell division cycle 20","Cdc20"
"1389520_at","WD repeat domain 1","Wdr1"
"1389528_s_at","Jun proto-oncogene, AP-1 transcription factor subunit","Jun"
"1389533_at","fibulin 2","Fbln2"
"1389538_at","NFKB inhibitor alpha","Nfkbia"
"1389542_at","centromere protein E","Cenpe"
"1389548_at","alcohol dehydrogenase, iron containing, 1","Adhfe1"
"1389553_at","C-type lectin domain family 4, member A3","Clec4a3"
"1389554_at","nuclear receptor subfamily 2, group F, member 2","Nr2f2"
"1389555_at","transcription factor 19","Tcf19"
"1389565_at","Cbl proto-oncogene B","Cblb"
"1389566_at","cyclin B2","Ccnb2"
"1389573_at","ChaC glutathione-specific gamma-glutamylcyclotransferase 1","Chac1"
"1389588_at","calcium activated nucleotidase 1","Cant1"
"1389609_at","transmembrane 7 superfamily member 3","Tm7sf3"
"1389610_at","potassium two pore domain channel subfamily K member 3","Kcnk3"
"1389611_at","very low density lipoprotein receptor","Vldlr"
"1389622_at","solute carrier family 25 member 13","Slc25a13"
"1389623_at","activating transcription factor 1","Atf1"
"1389625_at","coiled-coil-helix-coiled-coil-helix domain containing 4","Chchd4"
"1389639_at","SH2 domain containing adaptor protein B","Shb"
"1389647_at","sorting nexin 13","Snx13"
"1389650_at","isocitrate dehydrogenase (NADP(+)) 2","Idh2"
"1389651_at","apelin","Apln"
"1389664_at","RNA binding motif protein 15B","Rbm15b"
"1389668_at","SPC25 component of NDC80 kinetochore complex","Spc25"
"1389686_at","protein kinase cAMP-dependent X-linked catalytic subunit","Prkx"
"1389689_at","valyl-tRNA synthetase 2, mitochondrial","Vars2"
"1389710_at","SOS Ras/Rac guanine nucleotide exchange factor 1","Sos1"
"1389712_at","EBF transcription factor 3","Ebf3"
"1389723_at","phosphoinositide-3-kinase, regulatory subunit 4","Pik3r4"
"1389725_at","transmembrane 7 superfamily member 2","Tm7sf2"
"1389738_at","uracil-DNA glycosylase","Ung"
"1389756_at","maternal embryonic leucine zipper kinase","Melk"
"1389783_s_at","Fc fragment of IgG binding protein-like 1","Fcgbpl1"
"1389785_at","aminoacylase 3","Acy3"
"1389801_at","fibroblast growth factor receptor 4","Fgfr4"
"1389828_at","CCAAT/enhancer binding protein delta","Cebpd"
"1389844_at","FKBP prolyl isomerase 4","Fkbp4"
"1389845_at","DnaJ heat shock protein family (Hsp40) member A3","Dnaja3"
"1389847_at","notch receptor 4","Notch4"
"1389854_at","nuclear receptor subfamily 1, group H, member 2","Nr1h2"
"1389859_at","casein kinase 1, alpha 1","Csnk1a1"
"1389873_at","PYD and CARD domain containing","Pycard"
"1389897_at","COP9 signalosome subunit 7A","Cops7a"
"1389900_at","glutamate ionotropic receptor NMDA type subunit 1","Grin1"
"1389906_at","farnesyl diphosphate farnesyl transferase 1","Fdft1"
"1389922_at","hydroxyacyl-CoA dehydrogenase","Hadh"
"1389927_at","zinc finger, MIZ-type containing 1","Zmiz1"
"1389966_at","collagen type VI alpha 3 chain","Col6a3"
"1389975_at","ELAV like RNA binding protein 4","Elavl4"
"1389983_at","NOC2-like nucleolar associated transcriptional repressor","Noc2l"
"1389987_at","tribbles pseudokinase 1","Trib1"
"1390006_at","RNA binding motif protein 15B","Rbm15b"
"1390010_at","nuclear receptor coactivator 1","Ncoa1"
"1390026_at","BAG cochaperone 3","Bag3"
"1390056_at","NCK adaptor protein 2","Nck2"
"1390105_at","beta-1,4-galactosyltransferase 2","B4galt2"
"1390107_at","synaptotagmin-like 2","Sytl2"
"1390114_at","myelin protein zero-like 1","Mpzl1"
"1390136_at","cyclin-dependent kinase 6","Cdk6"
"1390137_at","kinetochore-localized astrin/SPAG5 binding protein","Knstrn"
"1390148_a_at","zinc finger protein 395","Zfp395"
"1390155_at","abhydrolase domain containing 6, acylglycerol lipase","Abhd6"
"1390164_at","pantothenate kinase 1","Pank1"
"1390165_at","C2 calcium-dependent domain containing 2","C2cd2"
"1390175_at","coiled-coil domain containing 85B","Ccdc85b"
"1390184_at","vestigial-like family member 4","Vgll4"
"1390192_at","solute carrier family 27 member 3","Slc27a3"
"1390203_at","pyruvate dehydrogenase kinase 1","Pdk1"
"1390209_at","synaptogyrin 3","Syngr3"
"1390210_at","phosphorylase kinase regulatory subunit alpha 1","Phka1"
"1390211_at","solute carrier family 27 member 3","Slc27a3"
"1390233_at","GLI family zinc finger 2","Gli2"
"1390257_at","VAMP associated protein B and C","Vapb"
"1390259_at","ubiquitin-conjugating enzyme E2D 1","Ube2d1"
"1390263_at","GNAS complex locus","Gnas"
"1390321_at","MMS22-like, DNA repair protein","Mms22l"
"1390340_a_at","eukaryotic translation initiation factor 4 gamma 1","Eif4g1"
"1390343_at","cyclin C","Ccnc"
"1390348_at","folate receptor beta","Folr2"
"1390364_at","RUNX family transcription factor 1","Runx1"
"1390373_at","SMAD family member 5","Smad5"
"1390375_at","A-kinase anchoring protein 8","Akap8"
"1390375_at","A-kinase anchoring protein 8 like","Akap8l"
"1390379_at","LIM domain only 4","Lmo4"
"1390381_at","XPC complex subunit, DNA damage recognition and repair factor","Xpc"
"1390383_at","perilipin 2","Plin2"
"1390386_at","caspase 3","Casp3"
"1390401_at","solute carrier family 25, member 27","Slc25a27"
"1390412_at","solute carrier family 40 member 1","Slc40a1"
"1390416_at","solute carrier family 25, member 30","Slc25a30"
"1390419_a_at","tumor suppressor candidate 3","Tusc3"
"1390423_at","MYC binding protein 2","Mycbp2"
"1390426_at","notch receptor 1","Notch1"
"1390430_at","nuclear receptor subfamily 1, group D, member 2","Nr1d2"
"1390436_at","vestigial-like family member 4","Vgll4"
"1390454_at","nipsnap homolog 1","Nipsnap1"
"1390472_at","N-acylethanolamine acid amidase","Naaa"
"1390481_a_at","ubiquitin-conjugating enzyme E2T","Ube2t"
"1390507_at","interferon stimulated exonuclease gene 20","Isg20"
"1390526_at","kelch-like family member 9","Klhl9"
"1390529_at","CD83 molecule","Cd83"
"1390532_at","solute carrier family 13 member 4","Slc13a4"
"1390542_at","RAD51 paralog C","Rad51c"
"1390561_at","DNA ligase 4","Lig4"
"1390573_a_at","nuclear factor of activated T-cells 4","Nfatc4"
"1390579_at","translation machinery associated 16 homolog","Tma16"
"1390591_at","solute carrier family 17 member 3","Slc17a3"
"1390650_at","nucleoporin 85","Nup85"
"1390659_at","CD44 molecule","Cd44"
"1390687_at","pleckstrin","Plek"
"1390692_at","CTP synthase 1","Ctps1"
"1390695_at","SCY1 like pseudokinase 3","Scyl3"
"1390698_at","mitogen-activated protein kinase 1 interacting protein 1-like","Mapk1ip1l"
"1390707_at","regulator of G-protein signaling 10","Rgs10"
"1390710_x_at","sortilin related receptor 1","Sorl1"
"1390765_at","WAP four-disulfide core domain 2","Wfdc2"
"1390786_at","Rho/Rac guanine nucleotide exchange factor 2","Arhgef2"
"1390795_at","alpha tocopherol transfer protein","Ttpa"
"1390796_at","G patch domain containing 8","Gpatch8"
"1390797_at","lymphocyte cytosolic protein 2","Lcp2"
"1390798_at","protein tyrosine phosphatase, receptor type, C","Ptprc"
"1390803_at","HIV-1 Tat specific factor 1","Htatsf1"
"1390814_at","pellino E3 ubiquitin protein ligase 1","Peli1"
"1390823_at","S-phase kinase associated protein 2","Skp2"
"1390842_at","transcription factor AP-2 alpha","Tfap2a"
"1390854_at","C2CD2-like","C2cd2l"
"1390871_at","transcription elongation regulator 1","Tcerg1"
"1390890_at","C-C motif chemokine receptor 6","Ccr6"
"1390891_at","kinesin family member 11","Kif11"
"1390940_at","zinc finger E-box binding homeobox 2","Zeb2"
"1391013_at","protocadherin 8","Pcdh8"
"1391032_at","seizure related 6 homolog","Sez6"
"1391042_at","metal response element binding transcription factor 2","Mtf2"
"1391050_at","metal response element binding transcription factor 2","Mtf2"
"1391063_at","kinesin family member 23","Kif23"
"1391135_at","phosphorylase kinase regulatory subunit alpha 1","Phka1"
"1391177_at","taxilin alpha","Txlna"
"1391211_at","ATPase phospholipid transporting 11C","Atp11c"
"1391212_at","transcription elongation factor A like 1","Tceal1"
"1391229_at","calcium/calmodulin-dependent protein kinase IG","Camk1g"
"1391241_at","ETS variant transcription factor 1","Etv1"
"1391293_at","gamma-butyrobetaine hydroxylase 1","Bbox1"
"1391301_at","histone cluster 1 H2B family member D","Hist1h2bd"
"1391306_at","exosome component 4","Exosc4"
"1391317_at","spindle and kinetochore associated complex subunit 1","Ska1"
"1391323_at","transferrin","Tf"
"1391328_at","suppressor of cytokine signaling 3","Socs3"
"1391384_at","tumor necrosis factor","Tnf"
"1391397_at","ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase","Urad"
"1391415_at","partner of NOB1 homolog","Pno1"
"1391417_at","betaine-homocysteine S-methyltransferase 2","Bhmt2"
"1391422_at","DnaJ heat shock protein family (Hsp40) member B6","Dnajb6"
"1391433_at","acyl-CoA thioesterase 2","Acot2"
"1391435_at","phospholipid transfer protein","Pltp"
"1391440_at","testis expressed 10","Tex10"
"1391445_at","NADH:ubiquinone oxidoreductase complex assembly factor 4","Ndufaf4"
"1391446_at","membrane spanning 4-domains A1","Ms4a1"
"1391450_at","lysyl oxidase-like 2","Loxl2"
"1391458_at","N-myc downstream regulated 1","Ndrg1"
"1391459_at","nudix hydrolase 11","Nudt11"
"1391479_at","SUMO specific peptidase 6","Senp6"
"1391490_at","cholinergic receptor nicotinic alpha 4 subunit","Chrna4"
"1391516_at","solute carrier family 22 member 5","Slc22a5"
"1391518_at","centromere protein W","Cenpw"
"1391529_at","glutathione peroxidase 4","Gpx4"
"1391543_at","receptor interacting serine/threonine kinase 1","Ripk1"
"1391546_at","potassium voltage-gated channel subfamily Q member 2","Kcnq2"
"1391549_at","defective in cullin neddylation 1 domain containing 4","Dcun1d4"
"1391555_at","nuclear receptor coactivator 3","Ncoa3"
"1391573_at","TNF receptor superfamily member 21","Tnfrsf21"
"1391593_at","Ras association domain family member 4","Rassf4"
"1391607_at","sestrin 2","Sesn2"
"1391652_at","glycine-N-acyltransferase","Glyat"
"1391658_at","archain 1","Arcn1"
"1391660_at","dihydrofolate reductase","Dhfr"
"1391669_at","protein tyrosine phosphatase, receptor type, B","Ptprb"
"1391677_at","interferon alpha and beta receptor subunit 1","Ifnar1"
"1391681_at","cyclin E2","Ccne2"
"1391682_at","epidermal growth factor receptor","Egfr"
"1391689_at","lysine demethylase 5A","Kdm5a"
"1391701_at","lysine acetyltransferase 6A","Kat6a"
"1391705_at","mitogen activated protein kinase 1","Mapk1"
"1391720_at","ADAM metallopeptidase domain 8","Adam8"
"1391743_at","ELAV like RNA binding protein 1","Elavl1"
"1391762_at","sorbin and SH3 domain containing 3","Sorbs3"
"1391806_at","inter-alpha-trypsin inhibitor heavy chain 2","Itih2"
"1391853_at","lymphoid enhancer binding factor 1","Lef1"
"1391861_at","taxilin beta","Txlnb"
"1391862_at","DNA methyltransferase 3 alpha","Dnmt3a"
"1391884_at","coagulation factor XII","F12"
"1391909_at","ubiquilin 2","Ubqln2"
"1391946_at","selectin P","Selp"
"1391976_at","SIX homeobox 4","Six4"
"1392007_at","USP6 N-terminal like","Usp6nl"
"1392061_at","minichromosome maintenance 10 replication initiation factor","Mcm10"
"1392083_at","exostosin glycosyltransferase 1","Ext1"
"1392090_at","serpin family C member 1","Serpinc1"
"1392128_at","ATPase family, AAA domain containing 5","Atad5"
"1392223_at","epsin 2","Epn2"
"1392241_at","protein phosphatase 2, regulatory subunit B', alpha","Ppp2r5a"
"1392263_at","protein kinase AMP-activated non-catalytic subunit gamma 2","Prkag2"
"1392264_s_at","serpin family E member 1","Serpine1"
"1392277_at","Rho guanine nucleotide exchange factor 12","Arhgef12"
"1392280_at","toll-like receptor 2","Tlr2"
"1392292_at","potassium channel tetramerization domain containing 5","Kctd5"
"1392308_at","phospholipase A2, group IID","Pla2g2d"
"1392384_s_at","aldo-keto reductase family 1, member D1","Akr1d1"
"1392385_at","nuclear receptor coactivator 3","Ncoa3"
"1392391_at","dystroglycan 1","Dag1"
"1392407_at","Rho GTPase activating protein 30","Arhgap30"
"1392411_at","tubulointerstitial nephritis antigen","Tinag"
"1392424_at","solute carrier family 35 member A3","Slc35a3"
"1392426_x_at","nuclear factor of activated T-cells 4","Nfatc4"
"1392443_at","acid phosphatase 5, tartrate resistant","Acp5"
"1392449_at","RAD18 E3 ubiquitin protein ligase","Rad18"
"1392461_at","pre-mRNA splicing tri-snRNP complex factor 4","Prpf4"
"1392462_at","CRK proto-oncogene, adaptor protein","Crk"
"1392464_at","ribonucleic acid export 1","Rae1"
"1392468_at","calmodulin regulated spectrin-associated protein family, member 2","Camsap2"
"1392475_at","activating transcription factor 6","Atf6"
"1392477_at","ETS variant transcription factor 1","Etv1"
"1392492_at","insulin-like growth factor 1 receptor","Igf1r"
"1392505_at","PDS5 cohesin associated factor A","Pds5a"
"1392514_at","ribosome production factor 2 homolog","Rpf2"
"1392515_at","killer cell lectin-like receptor, subfamily A, member 17","Klra17"
"1392546_at","casein kinase 2 alpha 2","Csnk2a2"
"1392555_at","ETS variant transcription factor 1","Etv1"
"1392558_at","protein phosphatase 2 regulatory subunit B', epsilon","Ppp2r5e"
"1392569_at","insulin-like growth factor 1","Igf1"
"1392573_at","ubiquitin-conjugating enzyme E2A","Ube2a"
"1392587_at","phosphoinositide-3-kinase regulatory subunit 1","Pik3r1"
"1392589_at","replication factor C subunit 5","Rfc5"
"1392598_at","DnaJ heat shock protein family (Hsp40) member B6","Dnajb6"
"1392604_at","NAD(P) dependent steroid dehydrogenase-like","Nsdhl"
"1392610_at","TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase","Topors"
"1392640_at","cryptochrome circadian regulator 1","Cry1"
"1392648_at","mannose receptor, C type 1","Mrc1"
"1392660_at","TNF receptor associated factor 6","Traf6"
"1392668_at","recombination signal binding protein for immunoglobulin kappa J region","Rbpj"
"1392678_a_at","DNA methyltransferase 3 alpha","Dnmt3a"
"1392688_at","Ras association domain family member 1","Rassf1"
"1392700_at","geminin, DNA replication inhibitor","Gmnn"
"1392732_at","nucleolar and spindle associated protein 1","Nusap1"
"1392734_at","neuronal cell adhesion molecule","Nrcam"
